Entity,Code,Year,Fossil fuels (TWh growth)
Brazil,BRA,2017,30.0970458984375
Brazil,BRA,2018,-87.6484375
Brazil,BRA,2019,-5.836181640625
Brazil,BRA,2020,-148.0244140625
Brazil,BRA,2021,191.265625
Bulgaria,BGR,1966,8.610214233398438
Bulgaria,BGR,1967,20.739723205566406
Bulgaria,BGR,1968,19.717132568359375
Bulgaria,BGR,1969,17.551055908203125
Bulgaria,BGR,1970,22.365249633789062
Bulgaria,BGR,1971,8.585281372070312
Bulgaria,BGR,1972,6.5430450439453125
Bulgaria,BGR,1973,7.35076904296875
Bulgaria,BGR,1974,5.772674560546875
Bulgaria,BGR,1975,19.565460205078125
Bulgaria,BGR,1976,7.3002471923828125
Bulgaria,BGR,1977,10.88287353515625
Bulgaria,BGR,1978,12.255126953125
Bulgaria,BGR,1979,9.676788330078125
Bulgaria,BGR,1980,16.592071533203125
Bulgaria,BGR,1981,-13.0587158203125
Bulgaria,BGR,1982,5.154327392578125
Bulgaria,BGR,1983,-3.054656982421875
Bulgaria,BGR,1984,-2.887115478515625
Bulgaria,BGR,1985,-0.66876220703125
Bulgaria,BGR,1986,9.503173828125
Bulgaria,BGR,1987,0.997833251953125
Bulgaria,BGR,1988,-2.29864501953125
Bulgaria,BGR,1989,0.792694091796875
Bulgaria,BGR,1990,-24.72808837890625
Bulgaria,BGR,1991,-59.62278747558594
Bulgaria,BGR,1992,-10.290267944335938
Bulgaria,BGR,1993,9.428985595703125
Bulgaria,BGR,1994,-12.217391967773438
Bulgaria,BGR,1995,11.269454956054688
Bulgaria,BGR,1996,-5.202392578125
